epoch;cosine_proximity;loss;mean_absolute_error;mean_absolute_percentage_error;mean_squared_error;val_cosine_proximity;val_loss;val_mean_absolute_error;val_mean_absolute_percentage_error;val_mean_squared_error
32;-0.7155380520352729;0.8588185216860439;1.034628616101673;88217408.88043784;1.835199753383438;-0.7446336209401488;2.395749803185463;1.03310546875;88252004.6375;1.8208153719455005
33;-0.7182459518992375;0.8603624755668193;1.035978898007034;87928930.22461899;1.8392612439424276;-0.7552447740097084;2.2124949007853503;1.0387976539542831;88387148.2857478;1.839247279693887
34;-0.7154056189314661;0.8533317751675681;1.0356841282307683;88111857.53432369;1.838425601885783;-0.753523864030605;1.6049836745220196;1.0376050830749706;87712661.74654937;1.8334107088646465
35;-0.7161046374543185;0.8626419670568769;1.0365441751349616;88166587.9340735;1.842760163207274;-0.7497021490707994;2.0051545906066894;1.03494140625;88252004.945;1.8250375655293465
36;-0.7164179980125964;0.8611756440185392;1.0345799140233274;88120411.02224307;1.8348822859853169;-0.7565669936285457;1.9892531752563059;1.0374682306870453;87976591.0803519;1.836753892896229
37;-0.7166635090690557;0.8650315726688823;1.0368881939042818;88088401.89260359;1.8439890699819068;-0.7286733437563317;2.6763023683169487;1.0302346040915884;88915007.21923754;1.8293584580575266
38;-0.7144527463618436;0.8654728084378545;1.0340265832700424;88299504.05129007;1.8351302176867732;-0.7547074163705111;2.0011842696368696;1.0381640625;87578176.8175;1.8308882845193148
39;-0.7177010413298297;0.8532074317268509;1.0374354964816264;87791294.8138233;1.8425614653647737;-0.7471676295150876;1.8801988195324224;1.0370185728320163;87927715.44414467;1.836214909457974
40;-0.7129591908078494;0.8640204333488063;1.0335169988304622;88417401.88873778;1.8349454228493234;-0.757895137841867;2.329543685460953;1.035004887583202;88015691.76836754;1.8195955696739876
41;-0.714579189045528;0.8626647534055389;1.0343627834245503;88272139.03949961;1.8363463209186148;-0.760478820199491;1.9996172202251057;1.0337341153516797;88572876.53880742;1.8203315912360436
42;-0.7157687169700232;0.870636518969025;1.0372009382385867;87978941.4069742;1.843486138941069;-0.7486989192292094;2.1438660927116873;1.03296875;88085988.965;1.8153203389793635
43;-0.7146619030868196;0.8718461791964786;1.0362548866264516;88076673.93832682;1.8410147684733322;-0.7656233518540801;2.1057401553673247;1.0397165200391008;88103668.3027957;1.839379071313032
44;-0.7161022072520373;0.8880232916571471;1.0383001172388844;87674924.69314577;1.8468411396610964;-0.7589050223610618;2.2907128598053785;1.0363147604943255;87556258.87827957;1.8250126169806935
45;-0.710962827260649;0.863090333853782;1.0330727130533477;88674797.33035184;1.833485745464665;-0.7582628437504172;1.8483151880651711;1.036640625;87851614.15;1.8292763964831829
46;-0.7169515177027335;0.8639727810624058;1.0362157935887413;87791294.88637999;1.8410182332218952;-0.7500644731952765;2.1029440876605574;1.037233626583804;88387148.08367546;1.8360253314375294
47;-0.7132326134241573;0.8582622460212126;1.0353380226613769;88233736.37189527;1.8392966685494485;-0.7320281112881583;2.161906521220128;1.0326783968672841;88436024.0566178;1.8246382058330994
48;-0.7126223612558664;0.8587105003010956;1.0337372947615324;88412873.95127444;1.8358018408295138;-0.7597974843159317;2.3252756065130233;1.03931640625;87587942.33;1.8355860044062138
49;-0.7141103154225122;0.8581708518511807;1.036043784202683;88025852.92447224;1.8404342652206034;-0.7551023641709358;2.1039276081422673;1.027849462356269;89677470.24641252;1.8069306765973043
